Food Item, Dining Hall, Meal, Allergens, Dietary Restrictions, Date, Calories, Serving Size, Total Fat, Total Carbohydrates, Saturated Fat, Dietary Fiber , Trans Fat, Total Sugars, Cholesterol, Added Sugars, Sodium, Protein, Calcium, Iron, Vitamin D, Potassium
Crinkle Cut Fries,Putnam,Dinner,"Soybeans, Gluten","['Vegetarian', 'Vegan']",2023-02-11,240,4 OZ,17.7g,21g,1.8g,2g,0g,0g,0mg,0g,420.2mg,2g,0mg,0.4mg,mcg,280.2mg
Grilled Cheese,Putnam,Dinner,"Milk, Wheat, Soybeans","['Vegetarian', 'A vegetarian or vegan entree offfered at lunch or dinner that does not contain onions or garlic.']",2023-02-11,279,1 EACH,15.5g,25g,9.3g,2g,0g,3g,40.5mg,2g,786.8mg,9.1g,171.6mg,1.3mg,0.1mcg,120.8mg
Grilled Hot Dogs w/ Toasted Roll,Putnam,Dinner,"Wheat, Soybeans",[],2023-02-11,302,1 EA,18.4g,22g,5.8g,1g,0g,3g,30.4mg,0g,775.5mg,10.1g,66.3mg,1.8mg,0mcg,mg
Fajita Bar,Putnam,Dinner,,[],2023-02-11,0,1 BAR,0g,0g,0g,0g,0g,0g,0mg,0g,0.2mg,0g,0.1mg,0mg,0mcg,0mg
Sticky Rice,Putnam,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-11,185,4 OZ,0.3g,41g,0g,0g,0g,0g,0mg,0g,2.5mg,3.4g,6.6mg,0.4mg,0mcg,44.9mg
Tortilla Chips,Putnam,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-11,142,1 OZ,6.1g,19.2g,0.5g,0g,0g,0g,0mg,0g,111.4mg,2g,0mg,0mg,mcg,mg
Alfredo Sauce,Putnam,Dinner,"Milk, Wheat","['Less Sodium', 'Vegetarian']",2023-02-11,325,4 OZL,27.2g,3.7g,17.3g,0g,0g,4.7g,88.8mg,0g,507.4mg,13g,1384.5mg,0.1mg,0.8mcg,4.7mg
Lite Pasta Primavera,Putnam,Dinner,"Milk, Wheat","['Less Sodium', 'Vegetarian']",2023-02-11,202,6 OZ,4.9g,31.2g,2.7g,1.9g,0g,2.8g,11.6mg,0g,371.4mg,7.9g,48.2mg,2.1mg,0mcg,343.6mg
Marinara Sauce,Putnam,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-11,90,4 OZL,4g,12g,0g,2g,g,10g,0mg,0g,479mg,2g,40mg,1.4mg,0mcg,mg
Wood Grilled Cheese Pizza,Putnam,Dinner,"Milk, Wheat","['Less Sodium', 'Vegetarian', 'A vegetarian or vegan entree offfered at lunch or dinner that does not contain onions or garlic.']",2023-02-11,128,1/16 PIE,4.7g,14.9g,2.3g,0.4g,0g,1.3g,11.4mg,0g,204.8mg,6.7g,130.7mg,0.3mg,0mcg,mg
Fruit of the Forest Pie,Putnam,Dinner,"Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian', 'Vegan']",2023-02-11,475,1/8 PIE,27.5g,55g,11.3g,2.5g,0g,22.5g,0mg,0g,412.5mg,3.8g,50mg,1.8mg,0mcg,mg
Buttermilk Pancakes,Putnam,Breakfast,"Milk, Eggs, Wheat","['Less Sodium', 'Vegetarian']",2/10/2023,512,2 EACH,24g,57.1g,2.5g,0g,0g,17.2g,114.6mg,14.2g,453.1mg,13.1g,300.6mg,3.6mg,0.7mcg,207.8mg
Cheesy Scrambled Eggs,Putnam,Breakfast,"Milk, Eggs","['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2/10/2023,158,3 OZ,10.5g,0g,4.4g,0g,0g,0g,305.6mg,0g,166.5mg,12.5g,104.3mg,1.9mg,1.7mcg,113.5mg
Hard Boiled Eggs,Putnam,Breakfast,Eggs,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2/10/2023,150,2 EACH,10g,2g,3g,0g,0g,0g,430mg,0g,140mg,12g,40mg,1.4mg,0mcg,mg
Mini Potato Pancakes,Putnam,Breakfast,"Soybeans, Gluten","['Vegetarian', 'Vegan']",2/10/2023,216,4 OZ,13.7g,23.9g,1.3g,1.5g,0g,1.5g,0mg,0g,552.1mg,1.5g,0mg,0mg,mcg,358.1mg
Oatmeal Hot Cereal,Putnam,Breakfast,Gluten,"['Less Sodium', 'Smart Check', 'Vegetarian', 'Vegan']",2/10/2023,106,8 OZL,2.1g,19.1g,0.4g,2.8g,0g,0.7g,0mg,0g,82.1mg,3.5g,18.7mg,1.1mg,0mcg,106.3mg
Scrambled Eggs,Putnam,Breakfast,Eggs,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2/10/2023,132,3 OZ,8.5g,0g,2.8g,0g,0g,0g,320mg,0g,122.4mg,11.3g,48.9mg,2mg,1.9mcg,122.4mg
Sticky Rice,Putnam,Breakfast,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2/10/2023,185,4 OZ,0.3g,41g,0g,0g,0g,0g,0mg,0g,2.5mg,3.4g,6.6mg,0.4mg,0mcg,44.9mg
Turkey Sausage Links,Putnam,Breakfast,,"['Gluten Friendly', 'Less Sodium']",2/10/2023,153,2 EACH,12g,0g,3.8g,0g,0g,0g,65.7mg,0g,470.7mg,10.9g,0mg,0.8mg,0mcg,mg
Pina Colada Muffin,Putnam,Breakfast,"Milk, Eggs, Wheat, Soybeans, Coconut, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2/10/2023,341,1 EACH,16.4g,44.2g,3.5g,0.8g,0g,28.4g,55.8mg,23.2g,212.8mg,3.6g,28.5mg,0.5mg,0.3mcg,55.2mg
Steamed Fish With Ginger,Putnam,Lunch,"Fish, Soybeans, Sesame","['Gluten Friendly', 'Less Sodium', 'Smart Check']",2/10/2023,112,1 EACH,3.8g,0.7g,0.3g,0g,0g,0.5g,45mg,0.1g,363.7mg,18.7g,19.2mg,0.6mg,0mcg,5.5mg
Chef's Choice Soup du Jour,Putnam,Lunch,,[],2/10/2023,26,6 OZL,0.3g,3.9g,0g,0.4g,0g,1.4g,0mg,0g,307.6mg,0.9g,12.2mg,0mg,0mcg,8.7mg
Beef Burger w/ Bun,Putnam,Lunch,"Wheat, Soybeans",['Less Sodium'],2/10/2023,367,1 EACH,16.7g,22g,5.9g,1g,0.7g,3g,80.7mg,0g,282.6mg,28.5g,65.4mg,3.6mg,0mcg,344.7mg
California Veggie Burger w/ Bun,Putnam,Lunch,"Wheat, Soybeans, Gluten","['Smart Check', 'Vegetarian', 'Vegan']",2/10/2023,290,1 EACH,7g,43g,0g,6g,0g,5g,0mg,0g,510mg,11g,100mg,3.8mg,0mcg,mg
Grilled Cheese,Putnam,Lunch,"Milk, Wheat, Soybeans","['Vegetarian', 'A vegetarian or vegan entree offfered at lunch or dinner that does not contain onions or garlic.']",2/10/2023,279,1 EACH,15.5g,25g,9.3g,2g,0g,3g,40.5mg,2g,786.8mg,9.1g,171.6mg,1.3mg,0.1mcg,120.8mg
Grilled Chicken Breast,Putnam,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Smart Check']",2/10/2023,86,1 EACH,2.1g,0g,0.5g,0g,g,0g,48.3mg,0g,145mg,17.2g,mg,0.4mg,mcg,mg
Grilled Hot Dogs w/ Toasted Roll,Putnam,Lunch,"Wheat, Soybeans",[],2/10/2023,302,1 EA,18.4g,22g,5.8g,1g,0g,3g,30.4mg,0g,775.5mg,10.1g,66.3mg,1.8mg,0mcg,mg
Straight Cut French Fries,Putnam,Lunch,"Soybeans, Gluten","['Vegetarian', 'Vegan']",2/10/2023,196,4 OZ,15.2g,17g,1.3g,1g,0g,1g,0mg,0g,520.3mg,1g,20mg,0.4mg,mcg,260.2mg
Fried Pork And Kimchi Dumplings,Putnam,Lunch,"Eggs, Fish, Wheat, Soybeans, Gluten, Sesame",['Less Sodium'],2/10/2023,199,3 EACH,11.9g,17.9g,2.3g,1.5g,0g,1.5g,11.2mg,0.7g,336.5mg,5.2g,29.9mg,0.4mg,0mcg,89.7mg
Fried Rice,Putnam,Lunch,"Soybeans, Sesame",[],2/10/2023,176,4 OZ,0.5g,37.6g,0.1g,0.3g,0g,1.6g,0mg,0g,807.7mg,5.4g,38.1mg,2.5mg,0mcg,119.5mg
Japchae,Putnam,Lunch,"Soybeans, Sesame","['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2/10/2023,238,4 OZ,5.9g,46.1g,0.8g,0.6g,0g,3.5g,0mg,0g,191.5mg,0.9g,12.9mg,0.3mg,0mcg,42.5mg
Korean BBQ Tofu,Putnam,Lunch,"Soybeans, Sesame","['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2/10/2023,139,1 EACH,7.3g,5.3g,0.9g,0g,0g,1.5g,0mg,1.2g,146.8mg,11.5g,105.9mg,1.8mg,0mcg,163.4mg
Sauteed Baby Bok Choy,Putnam,Lunch,"Soybeans, Sesame","['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2/10/2023,39,4 OZ,1.7g,4.8g,0.2g,2g,0g,2.6g,0mg,0.5g,172.7mg,2.2g,150.5mg,1.2mg,0mcg,1.5mg
Sticky Rice,Putnam,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2/10/2023,185,4 OZ,0.3g,41g,0g,0g,0g,0g,0mg,0g,2.5mg,3.4g,6.6mg,0.4mg,0mcg,44.9mg
Teriyaki Glazed Beef,Putnam,Lunch,Soybeans,"['Gluten Friendly', 'Less Sodium']",2/10/2023,482,4 OZ,30.1g,10.2g,12.4g,0g,1.8g,12g,132.8mg,0g,283.8mg,35.8g,0.1mg,3.3mg,0mcg,0mg
Alfredo Sauce,Putnam,Lunch,Milk,"['Gluten Friendly', 'Vegetarian']",2/10/2023,407,4 OZL,35.6g,0.1g,22.4g,0g,0g,6.4g,122.7mg,0g,523.7mg,11.4g,2774.1mg,0mg,0mcg,0.1mg
Chicken Caprese Pasta,Putnam,Lunch,"Milk, Wheat, Soybeans",['Less Sodium'],2/10/2023,272,6 OZ,10.4g,23.4g,3.3g,1g,0g,2.2g,44.6mg,0g,398mg,20.8g,137.5mg,1.5mg,0mcg,120.9mg
Marinara Sauce,Putnam,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2/10/2023,90,4 OZL,4g,12g,0g,2g,g,10g,0mg,0g,479mg,2g,40mg,1.4mg,0mcg,mg
Wood Grilled Cheese Pizza,Putnam,Lunch,"Milk, Wheat","['Less Sodium', 'Vegetarian', 'A vegetarian or vegan entree offfered at lunch or dinner that does not contain onions or garlic.']",2/10/2023,128,1/16 PIE,4.7g,14.9g,2.3g,0.4g,0g,1.3g,11.4mg,0g,204.8mg,6.7g,130.7mg,0.3mg,0mcg,mg
M & M Cookies,Putnam,Lunch,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2/10/2023,160,1 EACH,7g,24g,3.5g,1g,0g,15g,10mg,0g,140mg,2g,0mg,0.7mg,0mcg,35mg
Snickerdoodle Cookies,Putnam,Lunch,"Milk, Eggs, Wheat, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2/10/2023,171,1 EACH,7.2g,25.4g,4.1g,0.1g,0g,14.9g,15.4mg,1.6g,143.8mg,2.1g,4mg,0.8mg,0mcg,36.9mg
Grilled Chicken Breast,Putnam,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Smart Check']",2/10/2023,86,1 EACH,2.1g,0g,0.5g,0g,g,0g,48.3mg,0g,145mg,17.2g,mg,0.4mg,mcg,mg
"Bacon, Egg & Cheese Bagel",Putnam,Dinner,"Milk, Eggs, Wheat, Soybeans",[],2/10/2023,459,1 EACH,12.1g,62.1g,5.3g,2g,0g,6.6g,235.4mg,6.1g,1039.1mg,21.7g,112.6mg,4.8mg,0.1mcg,118.9mg
Cauliflower Buffalo Wrap,Putnam,Dinner,"Wheat, Soybeans","['Vegetarian', 'Vegan']",2/10/2023,512,1 EACH,23.8g,61.5g,4.6g,5.1g,0g,4.2g,0mg,0g,1305.6mg,13.6g,275.5mg,4.5mg,0mcg,881.7mg
Classic Italian Combo,Putnam,Dinner,"Milk, Wheat, The UConn bakery uses coconut (a tree nut).",[],2/10/2023,1026,1 EACH,56.7g,76g,22.9g,0.1g,0g,6.1g,841.5mg,0g,3548.7mg,47.2g,301.3mg,5mg,0mcg,9.3mg
Egg And Cheese Bagel,Putnam,Dinner,"Milk, Eggs, Wheat, Soybeans",['Vegetarian'],2/10/2023,428,1 EACH,11.5g,62g,3.8g,2g,0g,6.6g,130.1mg,6.1g,943.6mg,17.6g,181.1mg,5.1mg,1.1mcg,180.2mg
Garden Side Salad,Putnam,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2/10/2023,52,1 EACH,0.4g,11.4g,0.1g,3.7g,0g,5.6g,0mg,0g,32.4mg,2.2g,63.3mg,1.3mg,0mcg,419.3mg
Gluten Free Turkey and Cheese Sandwich,Putnam,Dinner,Milk,['Gluten Friendly'],2/10/2023,388,1 EACH,13.1g,43.4g,5.1g,5.2g,0g,6.1g,62.6mg,6g,1350.8mg,23.2g,274.4mg,2.2mg,0mcg,71.5mg
Large Chocolate Chip Cookie,Putnam,Dinner,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2/10/2023,500,1 EACH,22g,70g,12g,2g,0g,44g,40mg,0g,380mg,6g,22mg,4mg,mcg,mg
Side Salad with Grilled Chicken Strips,Putnam,Dinner,"Milk, Soybeans","['Gluten Friendly', 'Less Sodium']",2/10/2023,206,1 EACH,10g,9.9g,5.6g,2.8g,0g,4.9g,56.7mg,0g,385.4mg,20.2g,270.9mg,1.4mg,0mcg,331.8mg
Turkey and Swiss Croissant,Putnam,Dinner,"Milk, Wheat, Soybeans",[],2/10/2023,643,1 EACH,42.2g,35.3g,12.1g,0.1g,0g,5.8g,62.6mg,0g,1431.1mg,28.3g,326.3mg,3.1mg,0mcg,87.7mg
Vegan Egg Sausage and Cheese Bagel,Putnam,Dinner,"Wheat, Soybeans, Sesame, Coconut","['Contains Nuts', 'Vegetarian', 'Vegan']",2/10/2023,542,1 EACH,17.5g,70.5g,7g,2g,0g,6.1g,0mg,6.1g,1283.6mg,23.1g,79.2mg,5mg,0mcg,369.8mg
Wrapped Brownie,Putnam,Dinner,"Milk, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2/10/2023,421,1 EACH,16.1g,64.8g,4g,2.3g,0g,48.6g,0mg,0g,278.7mg,2.3g,0.7mg,3.3mg,0mcg,0mg
Beef Burger w/ Bun,Putnam,Dinner,"Wheat, Soybeans",['Less Sodium'],2/10/2023,367,1 EACH,16.7g,22g,5.9g,1g,0.7g,3g,80.7mg,0g,282.6mg,28.5g,65.4mg,3.6mg,0mcg,344.7mg
California Veggie Burger w/ Bun,Putnam,Dinner,"Wheat, Soybeans, Gluten","['Smart Check', 'Vegetarian', 'Vegan']",2/10/2023,290,1 EACH,7g,43g,0g,6g,0g,5g,0mg,0g,510mg,11g,100mg,3.8mg,0mcg,mg
Grilled Cheese,Putnam,Dinner,"Milk, Wheat, Soybeans","['Vegetarian', 'A vegetarian or vegan entree offfered at lunch or dinner that does not contain onions or garlic.']",2/10/2023,279,1 EACH,15.5g,25g,9.3g,2g,0g,3g,40.5mg,2g,786.8mg,9.1g,171.6mg,1.3mg,0.1mcg,120.8mg
Grilled Hot Dogs w/ Toasted Roll,Putnam,Dinner,"Wheat, Soybeans",[],2/10/2023,302,1 EA,18.4g,22g,5.8g,1g,0g,3g,30.4mg,0g,775.5mg,10.1g,66.3mg,1.8mg,0mcg,mg
Straight Cut French Fries,Putnam,Dinner,"Soybeans, Gluten","['Vegetarian', 'Vegan']",2/10/2023,196,4 OZ,15.2g,17g,1.3g,1g,0g,1g,0mg,0g,520.3mg,1g,20mg,0.4mg,mcg,260.2mg
Biscuits,Putnam,Dinner,"Milk, Wheat",['Vegetarian'],2/10/2023,260,1 EACH,10g,37g,6g,1g,0g,4g,0mg,0g,780mg,6g,20mg,1.8mg,mcg,mg
Country Fried Steak,Putnam,Dinner,"Milk, Wheat, Gluten",[],2/10/2023,319,1 EA,15.3g,29.4g,2.3g,1g,0g,1g,35.4mg,0g,901.1mg,16.2g,30.4mg,2.4mg,0mcg,263.3mg
Fresh Steamed Green beans,Putnam,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2/10/2023,46,3 OZ,1.8g,7.3g,0.3g,3g,0g,3.3g,0mg,0g,225.9mg,1.7g,41.2mg,0.6mg,0mcg,136.2mg
Mesquite Grilled Chicken,Putnam,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Smart Check']",2/10/2023,92,1 EA,2.9g,0g,0.6g,0g,0g,0g,48.3mg,0g,170mg,17.2g,0mg,0.4mg,0mcg,0mg
Smashed Yukon Gold Potatoes,Putnam,Dinner,Milk,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2/10/2023,191,4 OZ,11.3g,17.6g,7g,1.8g,0g,2.7g,35.9mg,0g,291mg,2.1g,684.8mg,0.9mg,0mcg,444.5mg
Sticky Rice,Putnam,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2/10/2023,185,4 OZ,0.3g,41g,0g,0g,0g,0g,0mg,0g,2.5mg,3.4g,6.6mg,0.4mg,0mcg,44.9mg
White Country Gravy,Putnam,Dinner,"Milk, Wheat","['Less Sodium', 'Vegetarian']",2/10/2023,82,2 OZL,5.3g,6g,3.3g,0g,0g,2.8g,17.4mg,0g,121.5mg,2.4g,91mg,0.2mg,0mcg,5.1mg
Marinara Sauce,Putnam,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2/10/2023,90,4 OZL,4g,12g,0g,2g,g,10g,0mg,0g,479mg,2g,40mg,1.4mg,0mcg,mg
Shrimp & Penne Verduta,Putnam,Dinner,"Milk, Fish, Crustacean Shellfish, Wheat, Soybeans","['Less Sodium', 'Smart Check']",2/10/2023,254,6 OZ,5.8g,34.8g,0.7g,1.6g,0g,3.5g,46.4mg,0g,513.3mg,13.2g,48.9mg,2.3mg,0mcg,234mg
Tomato Cream Sauce,Putnam,Dinner,"Milk, Wheat","['Less Sodium', 'Vegetarian']",2/10/2023,230,3 OZL,19.5g,3.3g,11.8g,0.4g,0g,4.6g,62.6mg,0g,342.2mg,5.6g,1240.4mg,0.3mg,0mcg,1.9mg
Wood Grilled Cheese Pizza,Putnam,Dinner,"Milk, Wheat","['Less Sodium', 'Vegetarian', 'A vegetarian or vegan entree offfered at lunch or dinner that does not contain onions or garlic.']",2/10/2023,128,1/16 PIE,4.7g,14.9g,2.3g,0.4g,0g,1.3g,11.4mg,0g,204.8mg,6.7g,130.7mg,0.3mg,0mcg,mg
Midnight Choc Cake w/ Chocolate Frosting,Putnam,Dinner,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2/10/2023,308,1/35 HFSHT,15.2g,37.9g,8.8g,1g,0.2g,25.6g,15.9mg,0g,329.6mg,2.7g,17.1mg,1.6mg,0mcg,81.6mg
Bacon,Putnam,Breakfast,,"['Gluten Friendly', 'Less Sodium']",2023-02-15,45,2 EACH,3.5g,0g,1.5g,0g,0g,0g,10mg,0g,125mg,3g,0mg,0mg,mcg,mg
Breakfast Potatoes,Putnam,Breakfast,Soybeans,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-15,126,4 OZ,3g,22.7g,1g,0.2g,0g,0g,0mg,0g,350.1mg,1.5g,2.2mg,0.1mg,0mcg,9.6mg
Cheesy Scrambled Eggs,Putnam,Breakfast,"Milk, Eggs","['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-15,158,3 OZ,10.5g,0g,4.4g,0g,0g,0g,305.6mg,0g,166.5mg,12.5g,104.3mg,1.9mg,1.7mcg,113.5mg
French Dipped Waffles,Putnam,Breakfast,"Milk, Eggs, Wheat, Soybeans","['Less Sodium', 'Vegetarian']",2023-02-15,251,2 EACH,9.2g,32.4g,2.1g,1.3g,0g,2g,120.9mg,0g,376.3mg,8.3g,63.2mg,3.5mg,0.7mcg,48.3mg
Grits,Putnam,Breakfast,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-15,66,6 OZ,0.3g,14.8g,0g,1g,0g,0g,0mg,0g,217.7mg,1.5g,4.5mg,0.7mg,0mcg,0mg
Hard Boiled Eggs,Putnam,Breakfast,Eggs,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-15,150,2 EACH,10g,2g,3g,0g,0g,0g,430mg,0g,140mg,12g,40mg,1.4mg,0mcg,mg
Scrambled Eggs,Putnam,Breakfast,Eggs,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-15,132,3 OZ,8.5g,0g,2.8g,0g,0g,0g,320mg,0g,122.4mg,11.3g,48.9mg,2mg,1.9mcg,122.4mg
Sticky Rice,Putnam,Breakfast,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-15,185,4 OZ,0.3g,41g,0g,0g,0g,0g,0mg,0g,2.5mg,3.4g,6.6mg,0.4mg,0mcg,44.9mg
Blueberry Coffee Cake,Putnam,Breakfast,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-02-15,380,1/35 HFSHT,17.6g,48.6g,3g,1.2g,0g,25.7g,58mg,24g,256mg,4.6g,42.9mg,0.9mg,0.3mcg,76.2mg
Grilled Salmon,Putnam,Lunch,Fish,"['Gluten Friendly', 'Less Sodium', 'Smart Check']",2023-02-15,162,1 EACH,7.1g,0.1g,1g,0g,0g,0g,45.2mg,0g,86.5mg,22.1g,0.4mg,0mg,0mcg,1.2mg
Chef's Choice Soup du Jour,Putnam,Lunch,,[],2023-02-15,26,6 OZL,0.3g,3.9g,0g,0.4g,0g,1.4g,0mg,0g,307.6mg,0.9g,12.2mg,0mg,0mcg,8.7mg
Awesome Burger with Bun,Putnam,Lunch,"Wheat, Coconut","['Contains Nuts', 'Vegetarian', 'Vegan']",2023-02-15,270,1 EACH,16g,9g,8g,0g,0g,1g,0mg,0g,460mg,22g,160mg,4.3mg,0mcg,200mg
Beef Burger w/ Bun,Putnam,Lunch,"Wheat, Soybeans",['Less Sodium'],2023-02-15,367,1 EACH,16.7g,22g,5.9g,1g,0.7g,3g,80.7mg,0g,282.6mg,28.5g,65.4mg,3.6mg,0mcg,344.7mg
Cross Trax French Fries,Putnam,Lunch,"Wheat, Soybeans, Gluten","['Vegetarian', 'Vegan']",2023-02-15,253,4 OZ,18.9g,21g,1.8g,2g,0g,0g,0mg,0g,550.3mg,2g,0mg,0.7mg,0mcg,240.1mg
Grilled Cheese,Putnam,Lunch,"Milk, Wheat, Soybeans","['Vegetarian', 'A vegetarian or vegan entree offfered at lunch or dinner that does not contain onions or garlic.']",2023-02-15,279,1 EACH,15.5g,25g,9.3g,2g,0g,3g,40.5mg,2g,786.8mg,9.1g,171.6mg,1.3mg,0.1mcg,120.8mg
Grilled Chicken Breast,Putnam,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Smart Check']",2023-02-15,86,1 EACH,2.1g,0g,0.5g,0g,g,0g,48.3mg,0g,145mg,17.2g,mg,0.4mg,mcg,mg
Grilled Hot Dogs w/ Toasted Roll,Putnam,Lunch,"Wheat, Soybeans",[],2023-02-15,302,1 EA,18.4g,22g,5.8g,1g,0g,3g,30.4mg,0g,775.5mg,10.1g,66.3mg,1.8mg,0mcg,mg
Caramelized Onions,Putnam,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-15,55,1 OZ,4.7g,2.7g,0.3g,0g,0g,1.5g,0mg,0g,197.5mg,0.3g,5.4mg,0.1mg,0mcg,34.5mg
Cheese Sauce,Putnam,Lunch,"Milk, Soybeans","['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-15,70,2 OZL,5g,4g,2g,0g,0g,1g,10mg,0g,500mg,2g,104mg,0mg,mcg,mg
Green Beans w/ Garlic,Putnam,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-15,59,3 OZ,2.6g,6.8g,0.2g,2.1g,0g,2.2g,0mg,0g,102.6mg,1.5g,43.7mg,0.8mg,0mcg,159.7mg
Ranch Roasted Potatoes,Putnam,Lunch,"Milk, Soybeans","['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-15,140,4 OZ,6.8g,20.2g,0.5g,2.4g,0g,2.3g,0.2mg,0g,5.4mg,3.1g,21mg,0.9mg,0mcg,556mg
Sauteed Mushrooms,Putnam,Lunch,Soybeans,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-15,18,2 OZ,0.9g,1.9g,0.2g,0.6g,0g,1.1g,0mg,0g,8.2mg,1.7g,2.2mg,0.3mg,0.1mcg,174.3mg
Sauteed Peppers,Putnam,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-15,10,1 OZ,0.6g,1.3g,0.1g,0.5g,0g,0.7g,0mg,0g,0.9mg,0.2g,2.9mg,0.1mg,0mcg,50.2mg
Shaved Steak Sandwich,Putnam,Lunch,"Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).",[],2023-02-15,405,1 EACH,11.3g,48.5g,3.2g,1.2g,0g,2.4g,46.3mg,0g,939.9mg,30.3g,24.8mg,5.5mg,0mcg,3.6mg
Sticky Rice,Putnam,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-15,185,4 OZ,0.3g,41g,0g,0g,0g,0g,0mg,0g,2.5mg,3.4g,6.6mg,0.4mg,0mcg,44.9mg
Marinara Sauce,Putnam,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-15,90,4 OZL,4g,12g,0g,2g,g,10g,0mg,0g,479mg,2g,40mg,1.4mg,0mcg,mg
Meat Sauce,Putnam,Lunch,,"['Gluten Friendly', 'Less Sodium']",2023-02-15,145,4 OZL,8.8g,9.6g,2.7g,1.6g,0.3g,8g,20.2mg,0g,399.3mg,7g,37.4mg,1.9mg,0mcg,mg
Red Wine Veggie Sausage,Putnam,Lunch,Coconut,"['Gluten Friendly', 'Contains Nuts', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-15,259,1 EACH,16.2g,9g,6.7g,3g,0g,0.6g,0mg,0.1g,588.9mg,16.7g,75.6mg,4mg,0mcg,287.6mg
Wood Grilled Cheese Pizza,Putnam,Lunch,"Milk, Wheat","['Less Sodium', 'Vegetarian', 'A vegetarian or vegan entree offfered at lunch or dinner that does not contain onions or garlic.']",2023-02-15,128,1/16 PIE,4.7g,14.9g,2.3g,0.4g,0g,1.3g,11.4mg,0g,204.8mg,6.7g,130.7mg,0.3mg,0mcg,mg
Chocolate Streusel Brownies,Putnam,Lunch,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-02-15,227,1/96 SHEET,10.1g,31.5g,2.9g,1.1g,0g,23.2g,18.5mg,18.5g,151.9mg,1.9g,13.9mg,1.9mg,0.1mcg,89.9mg
